Nload,Soil moisture,Grain unit,NSWRM cost,linE,hedge_share_con,buffer_share_con,grassslope_share_con,notill_share_con,lu_share,hedge_moran,buffer_moran,grassslope_moran,notill_moran,buffer_channel_frac,grassslope_channel_frac,notill_channel_frac
-5393.504,13.378,18344.667,-162979.1242,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5510.904,13.3006,18619.929,-6322.711977,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5506.404,13.3234,18579.039,-30486.62639,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5392.504,13.3752,18303.904,-158267.7774,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5409.304,13.4732,18509.231,-315787.6854,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5383.904,13.428,18305.033,-260928.8142,0,0,0,0,0.148814444,0,1,0.992162991,0,0.173261935,0,0,0.000539521
-5507.404,13.3252,18582.516,-36034.83937,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5509.204,13.3836,18636.964,-110571.5238,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5409.204,13.4658,18512.401,-309997.0956,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5504.604,13.3466,18601.789,-85616.86619,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5507.204,13.3776,18704.406,-154959.5927,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5377.804,13.317,18253.281,-111883.8846,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5464.404,13.3574,18631.367,-107289.2065,0,0,0,0,0.314233602,0,1,0.992162991,0,0.359830506,0,0,0.001483333
-5381.004,13.4038,18347.267,-216578.2652,0.049199085,0,0.374140011,0,0.148814444,0.080326927,1,0.815500032,0,0.173261935,0.015081826,0,0.000539521
-5387.004,13.4204,18346.517,-237462.9944,0.049199085,0,0.374140011,0,0.148814444,0.080326927,1,0.815500032,0,0.173261935,0.015081826,0,0.000539521
-5506.304,13.3186,18588.94,-30034.68864,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5354.904,13.3222,17155.91,-364011.3137,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5438.804,13.3942,18664.667,-207819.0116,0,0,0,0,0.390133582,0,1,0.992162991,0,0.487020647,0,0,0.001194752
-5465.504,13.364,18624.944,-113289.3572,0,0,0,0,0.314233602,0,1,0.992162991,0,0.359830506,0,0,0.001483333
-5506.104,13.318,18590.216,-30924.55289,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5409.904,13.457,18489.15,-277470.379,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5439.604,13.4032,18618.132,-181064.2452,0.000988142,0,0.02210406,0,0.390133582,0.001964461,1,0.993266239,0,0.487020647,1,0,0.001194752
-5506.704,13.3776,18704.406,-155369.5628,0,0,0,0,0.314233602,0,1,0.992162991,0,0.359830506,0,0,0.001483333
-5406.904,13.419,18523.992,-231672.6852,0,0,0,0,0.128921542,0,1,0.992162991,0,0.243981478,0,0,0
-5510.804,13.3052,18623.795,-18096.04768,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5464.804,13.3668,18633.758,-129422.8426,0,0,0,0,0.314233602,0,1,0.992162991,0,0.359830506,0,0,0.001483333
-5470.004,13.3266,18552.983,-50844.79657,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5372.904,13.3066,17851.434,-142423.6509,0,0,0,0,0.49516716,0,1,0.992162991,0,0.489342634,0,0,0.000101802
-5439.504,13.3844,18616.425,-158112.6822,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5414.904,13.4142,18622.459,-207683.5027,0,0,0,0,0.187297153,0,1,0.992162991,0,0.3044017,0,0,0
-5465.904,13.3574,18631.367,-106879.2364,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5507.204,13.3246,18583.792,-36924.70362,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5372.204,13.3036,17846.614,-135331.7804,0,0,0,0,0.49516716,0,1,0.992162991,0,0.489342634,0,0,0.000101802
-5374.504,13.4412,18047.384,-341413.9265,0,0,0,0,0.49516716,0,1,0.992162991,0,0.489342634,0,0,0.000101802
-5434.004,13.4308,18627.21,-245959.394,0.000988142,0,0.02210406,0,0.390133582,0.001964461,1,0.993266239,0,0.487020647,1,0,0.001194752
-5510.604,13.3312,18594.033,-43918.23409,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5372.604,13.4056,17960.096,-270367.8273,0,0,0,0,0.346352716,0,1,0.992162991,0,0.396769436,0,0,5.93E-05
-5375.204,13.4376,18027.709,-326044.9878,0,0,0,0,0.49516716,0,1,0.992162991,0,0.489342634,0,0,0.000101802
-5399.704,13.4344,18558.776,-298250.4627,0,0,0,0,0.128921542,0,1,0.992162991,0,0.243981478,0,0,0
-5510.904,13.3022,18623.321,-11870.92496,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5364.404,13.4056,17960.096,-272988.4975,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5412.004,13.3072,18375.836,-76826.78577,0.02173913,0,0.374140011,0,0.46606789,0.027131738,1,0.815500032,0,0.45295343,0.015081826,0,0.000108158
-5369.704,13.4142,18212.552,-302072.1573,0,0,0,0,0.49516716,0,1,0.992162991,0,0.489342634,0,0,0.000101802
-5500.504,13.3776,18704.406,-156971.551,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5436.704,13.412,18590.656,-197237.3087,0.000988142,0,0.02210406,0,0.390133582,0.001964461,1,0.993266239,0,0.487020647,1,0,0.001194752
-5404.904,13.4376,18532.355,-266133.0236,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5417.404,13.3524,18566.086,-84886.90976,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5415.204,13.4546,18335.67,-232072.3231,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5404.604,13.4394,18538.298,-272455.7356,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5471.404,13.3318,18493.071,-47032.50435,0,0,0,0,0.07589998,0,1,0.992162991,0,0.130271076,0,0,0
-5469.104,13.3244,18532.389,-37574.64114,0,0,0,0,0.07589998,0,1,0.992162991,0,0.130271076,0,0,0
-5375.504,13.3224,18227.29,-106444.6399,0,0,0,0,0.747389796,0,1,0.992162991,0,0.729889135,0,0,0.000107425
-5406.804,13.4112,18599.854,-233183.368,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5405.004,13.4424,18519.393,-291857.101,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5504.104,13.2978,18604.219,-11784.80001,0.111111111,0,0.524220957,0,0.128921542,0.123777549,1,0.469287601,0,0.243981478,0.012497599,0,0
-5405.904,13.4174,18503.949,-236919.661,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5510.104,13.3128,18630.076,-28573.31115,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5412.404,13.3714,18582.587,-120301.4481,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5407.504,13.4254,18594.379,-280990.9482,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5403.904,13.4496,18418.262,-296167.0773,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5338.804,12.883,14508.584,-215052.347,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5512.104,13.3212,18561.954,-28378.95215,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5404.804,13.4258,18533.822,-242116.9024,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5414.104,13.3644,18542.892,-103061.5962,0,0,0.144311556,0,0,1,1,0.813652194,0,0.005712662,0.015344037,0,0
-5403.804,13.4376,18532.355,-266464.8919,0,0,0,0,0.258534671,0,1,0.992162991,0,0.30974389,0,0,7.94E-05
-5399.204,13.422,18520.126,-244172.8595,0.042490119,0,0.374140011,0,0.224714424,0.054679067,1,0.815500032,0,0.280787651,0.015081826,0,0.000357291
-5407.604,13.4872,18353.657,-320897.4192,0.001060445,0,0.02210406,0,0.314233602,0.0024378,1,0.993266239,0,0.359830506,1,0,0.001483333
-5406.104,13.4416,18395.723,-232738.791,0.000988142,0,0.02210406,0,0.390133582,0.001964461,1,0.993266239,0,0.487020647,1,0,0.001194752
-5403.704,13.3774,18559.229,-132711.1001,0.042490119,0,0.374140011,0,0.224714424,0.054679067,1,0.815500032,0,0.280787651,0.015081826,0,0.000357291
-5485.004,13.2984,18592.772,-6455.142507,0.170807453,0,0.524220957,0.109440559,0.094313438,0.552441343,1,0.469287601,0.367558147,0.158078867,0.012497599,0,0
-5403.904,13.459,18416.416,-280655.5475,0.00061237,0,0.02210406,0,0.76604488,0.001001432,1,0.993266239,0,0.748132127,1,0,0.000623196
-5406.604,13.3808,18410.76,-110599.0645,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5369.904,13.4328,17864.466,-327700.6223,0,0,0,0,0.399374278,0,1,0.992162991,0,0.475951273,0,0,5.14E-05
-5407.504,13.351,18532.7,-97506.49977,0.111111111,0,0.524220957,0,0.128921542,0.123777549,1,0.469287601,0,0.243981478,0.012497599,0,0
-5465.704,13.3156,18606.453,-33511.68138,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5407.004,13.3874,18423.879,-129271.7487,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5407.204,13.482,18344.019,-307772.948,0.001060445,0,0.02210406,0,0.314233602,0.0024378,1,0.993266239,0,0.359830506,1,0,0.001483333
-5335.904,12.7038,13484.4,-245237.7569,0,0,0,0,0.747389796,0,1,0.992162991,0,0.729889135,0,0,0.000107425
-5511.804,13.303,18617.738,-11853.21081,0,0,0.518451567,0,0,1,1,0.810456874,0,0.005712662,0.00614947,0,0
-5410.804,13.3968,18460.281,-174823.3627,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5441.404,13.2926,18500.662,-38237.83132,0.044513458,0,0.374140011,0,0.156485488,0.076691223,1,0.815500032,0,0.189978948,0.015081826,0,0.000513073
-5406.404,13.3864,18413.718,-115934.092,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5511.404,13.3098,18611.315,-17315.12744,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5406.504,13.4864,18355.352,-320157.4904,0.001060445,0,0.02210406,0,0.314233602,0.0024378,1,0.993266239,0,0.359830506,1,0,0.001483333
-5406.704,13.489,18341.981,-319568.436,0.002415459,0,0.02210406,0,0.259478353,0.002950708,1,0.993266239,0,0.309926804,1,0,7.91E-05
-5406.604,13.4844,18351.872,-314609.2775,0.001060445,0,0.02210406,0,0.314233602,0.0024378,1,0.993266239,0,0.359830506,1,0,0.001483333
-5399.604,13.4526,18396.655,-287025.0912,0.111111111,0,0.524220957,0,0.128921542,0.123777549,1,0.469287601,0,0.243981478,0.012497599,0,0
-5458.004,13.3554,18637.88,-91060.0879,0.063405797,0,0,1,0.055698932,0.941555396,1,0.992162991,1,0.336478125,0,1,0.013628013
-5408.704,13.377,18434.248,-107912.9305,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5405.104,13.3794,18412.436,-132049.9076,0.041666667,0,0.524220957,0,0.055698932,0.246402699,1,0.469287601,0,0.336478125,0.012497599,0,0.013628013
-5398.004,13.4618,18486.226,-304272.9784,0.111111111,0,0.524220957,0,0.128921542,0.123777549,1,0.469287601,0,0.243981478,0.012497599,0,0
-5395.104,13.4524,18515.318,-310301.0138,0.111111111,0,0.524220957,0,0.128921542,0.123777549,1,0.469287601,0,0.243981478,0.012497599,0,0
-5369.504,13.4328,17781.279,-334444.2441,0,0,0,0,0.399374278,0,1,0.992162991,0,0.475951273,0,0,5.14E-05
-5402.504,13.485,18341.457,-320952.3361,0.111111111,0,0.524220957,0,0.128921542,0.123777549,1,0.469287601,0,0.243981478,0.012497599,0,0
-5502.204,13.3682,18680.313,-120579.8414,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5457.404,13.3498,18647.944,-86842.86116,0.063405797,0,0,1,0.055698932,0.941555396,1,0.992162991,1,0.336478125,0,1,0.013628013
-5380.604,13.3912,18450.639,-233610.9705,0,0,0.374140011,0,0,1,1,0.815500032,0,0.005712662,0.015081826,0,0
-5461.004,13.3434,18627.37,-73500.14446,0.063405797,0,0,1,0.055698932,0.941555396,1,0.992162991,1,0.336478125,0,1,0.013628013
-5435.604,13.3552,18629.188,-95671.49765,0.025264395,0,0.374140011,0,0.410600735,0.030684442,1,0.815500032,0,0.410034933,0.015081826,0,0.000122769
-5504.104,13.3042,18565.884,-13331.48882,0.111111111,0,0.524220957,0,0.128921542,0.123777549,1,0.469287601,0,0.243981478,0.012497599,0,0
-5406.604,13.3822,18447.861,-138729.7361,0.000988142,0,0.02210406,0,0.390133582,0.001964461,1,0.993266239,0,0.487020647,1,0,0.001194752
-5404.904,13.4664,18347.072,-309881.4747,0.001060445,0,0.02210406,0,0.314233602,0.0024378,1,0.993266239,0,0.359830506,1,0,0.001483333
-5521.304,13.3674,18681.707,-122957.7118,0.063405797,0,0,1,0.055698932,0.941555396,1,0.992162991,1,0.336478125,0,1,0.013628013
-5401.204,13.4832,18296.504,-335433.3867,0.002415459,0,0.02210406,0,0.259478353,0.002950708,1,0.993266239,0,0.309926804,1,0,7.91E-05
-5457.704,13.351,18650.237,-91382.64915,0.063405797,0,0,1,0.055698932,0.941555396,1,0.992162991,1,0.336478125,0,1,0.013628013
-5375.304,13.4358,17806.504,-298593.1979,0,0,0,0,0.399374278,0,1,0.992162991,0,0.475951273,0,0,5.14E-05
-5407.504,13.4478,18413.041,-238739.9951,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5457.304,13.3834,18696.033,-142126.012,0.063405797,0,0,1,0.055698932,0.941555396,1,0.992162991,1,0.336478125,0,1,0.013628013
-5435.804,13.3568,18655.527,-103431.6236,0.025264395,0,0.374140011,0,0.410600735,0.030684442,1,0.815500032,0,0.410034933,0.015081826,0,0.000122769
-5406.904,13.4824,18345.941,-308286.5655,0.001060445,0,0.02210406,0,0.314233602,0.0024378,1,0.993266239,0,0.359830506,1,0,0.001483333
-5406.004,13.4112,18587.606,-247485.6028,0.000988142,0,0.02210406,0,0.390133582,0.001964461,1,0.993266239,0,0.487020647,1,0,0.001194752
-5428.804,13.2926,18460.64,-37613.03353,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5411.804,13.398,18495.77,-169168.2314,0,0,0.524220957,0,0,1,1,0.469287601,0,0.005712662,0.012497599,0,0
-5441.104,13.3118,18619.094,-41725.01069,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5405.104,13.487,18340.822,-317198.6904,1,0,0.524220957,0,0.000943682,0.950735677,1,0.469287601,0,0,0.012497599,0,0
-5506.704,13.3682,18680.313,-118899.7514,0,0,0,0,0.258534671,0,1,0.992162991,0,0.30974389,0,0,7.94E-05
-5506.704,13.3698,18683.705,-124447.9643,0,0,0,0,0.258534671,0,1,0.992162991,0,0.30974389,0,0,7.94E-05
-5442.104,13.3184,18612.673,-47725.16142,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5428.804,13.2992,18454.219,-43613.18426,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5401.704,13.4632,18368.826,-321232.637,0.002415459,0,0.02210406,0,0.259478353,0.002950708,1,0.993266239,0,0.309926804,1,0,7.91E-05
-5477.304,13.3606,18666.032,-113874.8091,0.025264395,0,0.374140011,0,0.410600735,0.030684442,1,0.815500032,0,0.410034933,0.015081826,0,0.000122769
-5509.904,13.3408,18634.186,-75570.89966,0.038949275,0,0.374140011,0,0.055698932,0.189206539,1,0.815500032,0,0.336478125,0.015081826,0,0.013628013
-5466.004,13.3174,18574.011,-37693.31211,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5420.604,13.385,18451.486,-126746.01,0.063405797,0,0,1,0.055698932,0.941555396,1,0.992162991,1,0.336478125,0,1,0.013628013
-5458.304,13.39,18689.61,-148126.1627,0.063405797,0,0,1,0.055698932,0.941555396,1,0.992162991,1,0.336478125,0,1,0.013628013
-5454.104,13.3864,18637.203,-170224.23,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5402.504,13.3618,18605.434,-119001.8568,0.025264395,0,0.374140011,0,0.410600735,0.030684442,1,0.815500032,0,0.410034933,0.015081826,0,0.000122769
-5352.904,13.345,17377.643,-377999.2321,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5401.504,13.466,18372.62,-328034.3962,0.002415459,0,0.02210406,0,0.259478353,0.002950708,1,0.993266239,0,0.309926804,1,0,7.91E-05
-5446.304,13.3446,18623.424,-75397.73364,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5504.604,13.2986,18613.987,-2011.958336,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5401.104,13.4166,18590.779,-254099.3281,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5475.704,13.3356,18543.826,-53921.4889,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5341.904,12.886,15307.03,-259883.9522,0,0,0,0,0.624088702,0,1,0.992162991,0,0.646837755,0,0,8.08E-05
-5403.604,13.3684,18599.011,-125002.0075,0.025264395,0,0.374140011,0,0.410600735,0.030684442,1,0.815500032,0,0.410034933,0.015081826,0,0.000122769
-5472.704,13.3636,18601.701,-96623.36224,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5439.604,13.3434,18604.068,-80384.33221,0.022256729,0,0.374140011,0,0.434418334,0.029050997,1,0.815500032,0,0.445783397,0.015081826,0,0.000116038
-5430.304,13.2938,18362.432,-40906.23235,0,0,0,0,0.007671044,0,1,0.992162991,0,0.05884241,0,0,0
-5408.804,13.3874,18383.993,-122630.3309,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5409.504,13.4066,18490.144,-175647.4295,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5389.904,13.3792,18290.842,-153009.9292,0,0,0,0,0.007671044,0,1,0.992162991,0,0.05884241,0,0,0
-5509.804,13.3148,18616.112,-25117.46316,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5340.304,12.999,15719.649,-271029.1687,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5434.104,13.3352,18616.942,-83549.5327,0.022256729,0,0.374140011,0,0.434418334,0.029050997,1,0.815500032,0,0.445783397,0.015081826,0,0.000116038
-5469.704,13.322,18625.187,-35405.00412,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5374.404,13.3946,17930.821,-220443.3407,0.012368816,0,0.144311556,0,0.548188722,0.009062663,1,0.813652194,0,0.541037122,0.015344037,0,9.20E-05
-5504.204,13.3018,18599.071,-5775.02817,0.025264395,0,0.374140011,0,0.408292797,0.030852539,1,0.815500032,0,0.402432481,0.015081826,0,0.000123463
-5447.804,13.3184,18612.673,-45713.20308,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5347.704,13.2064,16567.606,-303226.4361,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5404.804,13.4008,18405.312,-138226.7789,0.002415459,0,0.02210406,0,0.259478353,0.002950708,1,0.993266239,0,0.309926804,1,0,7.91E-05
-5357.904,13.3062,17593.735,-318012.0995,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5411.204,13.3532,18538.195,-87845.42985,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5398.404,13.3828,18623.849,-161729.7122,0.025264395,0,0.374140011,0,0.410600735,0.030684442,1,0.815500032,0,0.410034933,0.015081826,0,0.000122769
-5360.704,13.3836,17853.855,-276478.7651,0.017241379,0,0.524220957,0,0.548188722,0.032153581,1,0.469287601,0,0.541037122,0.012497599,0,9.20E-05
-5506.404,13.2998,18618.671,-8848.897718,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5339.904,12.9798,15532.6,-275914.0991,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5441.004,13.3076,18520.647,-38722.24753,0.038461538,0,0.524220957,0,0.387456213,0.044893372,1,0.469287601,0,0.492611023,0.012497599,0,5.30E-05
-5422.604,13.2946,18402.796,-55501.74729,0,0,0,0,0.007671044,0,1,0.992162991,0,0.05884241,0,0,0
-5373.504,13.3264,17926.716,-140854.0098,0.017241379,0,0.524220957,0,0.548188722,0.032153581,1,0.469287601,0,0.541037122,0.012497599,0,9.20E-05
-5477.004,13.337,18592.624,-66658.14449,0.063405797,0,0,1,0.055698932,0.941555396,1,0.992162991,1,0.336478125,0,1,0.013628013
-5335.704,12.8318,14259.094,-292829.2147,0,0,0,0,0.548188722,0,1,0.992162991,0,0.541037122,0,0,9.20E-05
-5509.004,13.3042,18605.311,-11768.72503,0.002557545,0,0.02210406,0,0.258534671,0.002961446,1,0.993266239,0,0.30974389,1,0,7.94E-05
-5516.304,13.3052,18625.461,-18912.96786,0,0,0,0,0.010707193,0,1,0.992162991,0,0.035199105,0,0,0.005404438
-5430.104,13.2946,18348.916,-41365.79594,0,0,0,0,0.008614726,0,1,0.992162991,0,0.053439151,0,0,0
-5509.804,13.3212,18609.689,-31117.61389,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5407.404,13.4816,18329.116,-299598.0983,0.002415459,0,0.02210406,0,0.259478353,0.002950708,1,0.993266239,0,0.309926804,1,0,7.91E-05
-5396.704,13.466,18372.62,-329494.8503,0,0,0,0,0.408292797,0,1,0.992162991,0,0.402432481,0,0,0.000123463
-5501.104,13.3038,18590.005,-15337.81594,0.025264395,0,0.374140011,0,0.410600735,0.030684442,1,0.815500032,0,0.410034933,0.015081826,0,0.000122769
-5361.404,13.2496,17646.671,-165091.5898,0,0,0,0,0.624088702,0,1,0.992162991,0,0.646837755,0,0,8.08E-05
-5415.404,13.3542,18539.596,-88422.77093,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5466.804,13.3238,18592.744,-40884.92577,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5353.204,13.3416,17370.649,-365594.8759,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5372.104,13.3666,18364.515,-172314.7738,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5335.704,12.8242,14216.476,-287916.744,0,0,0,0,0.548188722,0,1,0.992162991,0,0.541037122,0,0,9.20E-05
-5406.204,13.3844,18636.953,-159546.2197,0.002557545,0,0.02210406,0,0.258534671,0.002961446,1,0.993266239,0,0.30974389,1,0,7.94E-05
-5340.404,12.8116,14415.358,-214402.3477,0,0,0,0,0.548188722,0,1,0.992162991,0,0.541037122,0,0,9.20E-05
-5496.104,13.3788,18715.838,-172149.2795,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5357.704,13.1732,17071.261,-142752.2253,0.014163373,0,0.374140011,0,0.61210329,0.020793254,1,0.815500032,0,0.643555332,0.015081826,0,8.24E-05
-5355.004,13.3772,17529.585,-370852.3898,0.017241379,0,0.524220957,0,0.548188722,0.032153581,1,0.469287601,0,0.541037122,0.012497599,0,9.20E-05
-5438.504,13.3162,18583.337,-48924.53117,0.024599542,0,0.374140011,0,0.416297948,0.030277227,1,0.815500032,0,0.401843478,0.015081826,0,0.000121089
-5411.104,13.3542,18539.596,-89721.06184,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5406.504,13.4926,18347.789,-330626.6974,0.002415459,0,0.02210406,0,0.259478353,0.002950708,1,0.993266239,0,0.309926804,1,0,7.91E-05
-5357.504,13.1768,17073.003,-149150.6943,0.014163373,0,0.374140011,0,0.61210329,0.020793254,1,0.815500032,0,0.643555332,0.015081826,0,8.24E-05
-5441.704,13.3424,18660.75,-119980.6763,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5411.204,13.3666,18620.05,-114395.0303,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5382.104,13.3598,18492.577,-130640.2146,0.031772575,0,0.518451567,0,0.501751835,0.034653035,1,0.810456874,0,0.522502697,0.00614947,0,0.000100466
-5353.704,13.3498,17405.954,-377680.8052,0.000749625,0,0.02210406,0,0.548188722,0.001398855,1,0.993266239,0,0.541037122,1,0,9.20E-05
-5355.104,13.332,17377.858,-351871.2048,0.010997442,0,0.374140011,0,0.92410002,0.013870362,1,0.815500032,0,0.823005685,0.015081826,0,0.000406513
-5402.904,13.4606,18555.364,-346853.052,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5459.404,13.3044,18627.17,-27834.34982,0.025450689,0,0.546325017,0,0.314233602,0.056959655,1,0.372059893,0,0.359830506,0.014231404,0,0.001483333
-5377.404,13.3438,18336.326,-125528.5904,0,0,0,0,0.624088702,0,1,0.992162991,0,0.646837755,0,0,8.08E-05
-5345.504,13.0308,15788.17,-196109.408,0.016116942,0,0.374140011,0,0.548188722,0.023161435,1,0.815500032,0,0.541037122,0.015081826,0,9.20E-05
-5446.904,13.3454,18609.956,-93285.36162,0,0,0,0,0.082768151,0,1,0.992162991,0,0.442138981,0,0,0.009170988
-5403.704,13.3666,18620.05,-117015.7006,0.037391304,0,0.374140011,0,0.201836007,0.060502033,1,0.815500032,0,0.27547051,0.015081826,0,0.000397791
-5509.704,13.3264,18615.046,-39594.47236,0,0,0,0,0,0,1,0.992162991,0,0.005712662,0,0,0
-5500.904,13.3356,18610.844,-56500.10145,0.025966184,0,0.374140011,0,0.407349115,0.030921803,1,0.815500032,0,0.401775008,0.015081826,0,0.000123749
-5379.004,13.4422,18470.183,-276008.1189,0.031772575,0,0.518451567,0,0.501751835,0.034653035,1,0.810456874,0,0.522502697,0.00614947,0,0.000100466
